ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE
283930236,3/18/2024,477,THEFT OF SERVICES- CABLE TV SE,678,MISCELLANEOUS PENAL LAW,PL 1651512,V,Q,114,0,25-44,F,WHITE HISPANIC
283936037,3/18/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,73,1,45-64,M,BLACK
283985923,3/19/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,73,1,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE
284194710,3/21/2024,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,Q,106,0,<18,M,ASIAN / PACIFIC ISLANDER
284758245,4/4/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,B,48,0,65+,M,WHITE HISPANIC
284898026,4/6/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,83,1,18-24,M,BLACK
284950373,4/8/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,B,40,1,18-24,M,BLACK
285042034,4/9/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402001,V,Q,107,0,18-24,F,BLACK
285238239,4/12/2024,638,"HARASSMENT,SUBD 3,4,5",578,HARRASSMENT 2,PL 2402603,V,S,120,0,65+,M,WHITE
285619072,4/19/2024,638,"HARASSMENT,SUBD 3,4,5",578,HARRASSMENT 2,PL 2402603,V,M,20,0,<18,M,BLACK HISPANIC
285598120,4/19/2024,879,"ADM.CODE,UNCLASSIFIED VIOLATIO",675,ADMINISTRATIVE CODE,AC 0161186,V,K,76,0,65+,M,WHITE HISPANIC
285666078,4/20/2024,477,THEFT OF SERVICES- CABLE TV SE,678,MISCELLANEOUS PENAL LAW,PL 1651509,V,K,78,0,45-64,F,WHITE HISPANIC
285650089,4/20/2024,633,EXPOSURE OF A PERSON,678,MISCELLANEOUS PENAL LAW,PL 2450100,V,B,44,0,45-64,M,WHITE
286038053,4/28/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,73,1,25-44,M,WHITE HISPANIC
286070588,4/29/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,77,1,25-44,M,BLACK
286151457,4/30/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,73,0,25-44,M,BLACK
286193344,5/1/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,83,1,25-44,M,WHITE HISPANIC
287100532,5/19/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,73,1,25-44,M,WHITE HISPANIC
287241893,5/21/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,77,1,25-44,M,BLACK
287561389,5/28/2024,477,THEFT OF SERVICES- CABLE TV SE,678,MISCELLANEOUS PENAL LAW,PL 1651509,V,M,28,1,45-64,M,WHITE
287571881,5/28/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402002,V,B,52,1,45-64,M,BLACK
287766125,5/31/2024,477,THEFT OF SERVICES- CABLE TV SE,678,MISCELLANEOUS PENAL LAW,PL 1651512,V,B,43,0,18-24,F,BLACK
287813603,6/1/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,73,0,18-24,F,BLACK
288786472,6/19/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,M,14,1,65+,M,BLACK
288918249,6/22/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402001,V,Q,103,0,45-64,M,BLACK
288990078,6/23/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402001,V,B,44,0,45-64,F,WHITE HISPANIC
289128308,6/26/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,71,1,25-44,M,BLACK
289220083,6/27/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,70,1,25-44,M,BLACK
289313181,6/29/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,Q,113,0,25-44,M,BLACK HISPANIC
289391117,7/1/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,77,1,18-24,M,BLACK
289657195,7/6/2024,862,"ALCOHOLIC BEVERAGES,PUBLIC CON",675,ADMINISTRATIVE CODE,AC 010125B,V,K,61,0,18-24,M,WHITE HISPANIC
289665422,7/7/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402001,V,B,43,2,18-24,F,BLACK
290420598,7/22/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,B,41,1,65+,M,BLACK
290650681,7/25/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,94,1,45-64,M,BLACK
290752398,7/27/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,50,0,65+,M,WHITE HISPANIC
290746128,7/27/2024,201,"TRESPASS 4,CRIMINAL SUB 2",678,MISCELLANEOUS PENAL LAW,PL 1400500,V,K,67,0,25-44,F,BLACK
290714247,7/27/2024,638,"HARASSMENT,SUBD 3,4,5",578,HARRASSMENT 2,PL 2402603,V,M,25,0,45-64,M,BLACK
291429405,8/9/2024,638,"HARASSMENT,SUBD 3,4,5",578,HARRASSMENT 2,PL 2402603,V,K,73,0,25-44,M,BLACK
291498554,8/10/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,RR 00000V0,V,K,73,1,65+,M,BLACK
291520263,8/11/2024,637,"HARASSMENT,SUBD 1,CIVILIAN",578,HARRASSMENT 2,PL 2402601,V,Q,110,0,65+,M,WHITE HISPANIC
292125359,8/22/2024,616,"LOITERING,TRANSPORTATION FACIL",672,LOITERING,PL 2403506,V,M,18,1,45-64,M,ASIAN / PACIFIC ISLANDER
292236361,8/24/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,M,1,1,45-64,M,WHITE HISPANIC
292280571,8/26/2024,909,IMPAIRED DRIVING / ALCOHOL,880,MOVING INFRACTIONS,VTL119200A,I,M,25,0,18-24,M,WHITE HISPANIC
292345669,8/27/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,108,0,18-24,M,WHITE HISPANIC
292419331,8/28/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,73,1,18-24,M,WHITE
292550392,8/30/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL1192000,M,S,121,0,65+,M,WHITE
292551146,8/30/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,122,0,<18,M,WHITE
292510672,8/30/2024,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,66,0,18-24,M,WHITE
292526519,8/30/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL1192000,M,M,30,0,18-24,F,WHITE
292591555,9/1/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,30,0,65+,M,BLACK
292600322,9/1/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,0,18-24,M,ASIAN / PACIFIC ISLANDER
292591542,9/1/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,72,1,18-24,F,BLACK
292699236,9/3/2024,577,CANNABIS POSSESSION,250,CANNABIS RELATED OFFENSES,PL 2222500,V,M,24,0,18-24,M,BLACK
292763381,9/4/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,M,18,1,65+,M,BLACK
293264753,9/14/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,Q,115,1,65+,M,BLACK
293309739,9/15/2024,862,"ALCOHOLIC BEVERAGES,PUBLIC CON",675,ADMINISTRATIVE CODE,AC 010125B,V,K,77,0,25-44,F,BLACK
293653126,9/20/2024,879,"ADM.CODE,UNCLASSIFIED VIOLATIO",675,ADMINISTRATIVE CODE,AC 0161186,V,K,73,2,45-64,M,BLACK
293653595,9/21/2024,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,K,84,1,45-64,M,WHITE
293940986,9/26/2024,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL119202Y,F,K,70,0,25-44,M,WHITE
293916580,9/26/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL1192000,M,B,44,0,25-44,M,WHITE HISPANIC
293940972,9/26/2024,625,DISORDERLY CONDUCT,572,DISORDERLY CONDUCT,PL 2402007,V,B,42,2,25-44,M,BLACK
293960528,9/27/2024,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,B,40,0,25-44,M,BLACK HISPANIC
294022246,9/28/2024,907,"IMPAIRED DRIVING,DRUG",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U4,M,S,120,0,45-64,M,WHITE
293996737,9/28/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,45,0,45-64,M,BLACK
294056229,9/29/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,114,0,25-44,M,WHITE
294039670,9/29/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,25-44,M,WHITE HISPANIC
294063281,9/29/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL1192000,M,M,28,2,25-44,M,WHITE
294026330,9/29/2024,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,S,123,11,25-44,M,WHITE
294059000,9/29/2024,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,111,0,45-64,F,WHITE
